drone_id,step,x,y
4,0,495,60
4,1,496,59
4,2,497,58
4,3,498,57
4,4,499,56
4,5,500,55
4,6,501,54
4,7,502,53
4,8,503,52
4,9,504,51
4,10,505,50
4,11,506,50
4,12,507,50
4,13,508,50
4,14,509,50
4,15,510,50
4,16,511,50
4,17,512,50
4,18,513,50
4,19,514,50
4,20,515,50
4,21,516,50
4,22,517,50
4,23,518,50
4,24,519,50
4,25,520,50
4,26,521,50
4,27,522,50
4,28,523,50
4,29,524,50
4,30,525,50
4,31,526,50
4,32,527,50
4,33,528,50
4,34,529,50
4,35,530,50
4,36,531,50
4,37,532,50
4,38,533,50
4,39,534,50
4,40,535,50
4,41,536,50
4,42,537,50
4,43,538,50
4,44,539,50
4,45,540,50
