drone_id,step,x,y
1,0,152,96
1,1,153,95
1,2,154,94
1,3,155,93
1,4,156,92
1,5,157,91
1,6,158,90
1,7,159,89
1,8,160,88
1,9,161,87
1,10,162,86
1,11,163,85
1,12,164,84
1,13,165,83
1,14,166,82
1,15,167,81
1,16,168,80
1,17,169,79
1,18,170,78
1,19,171,77
1,20,172,76
1,21,173,75
1,22,174,74
1,23,175,73
1,24,176,72
1,25,177,71
1,26,178,70
1,27,179,69
1,28,180,68
1,29,181,67
1,30,182,66
1,31,183,65
1,32,184,64
1,33,185,63
1,34,186,62
1,35,187,61
1,36,188,60
1,37,189,59
1,38,190,58
1,39,191,57
1,40,192,56
1,41,193,55
1,42,194,54
1,43,195,53
1,44,196,52
1,45,197,51
1,46,198,50
1,47,199,49
1,48,200,48
1,49,201,47
1,50,202,46
