drone_id,step,x,y
2,0,442,39
2,1,443,40
2,2,444,41
2,3,445,42
2,4,446,43
2,5,447,44
2,6,448,45
2,7,449,46
2,8,450,47
2,9,451,48
2,10,452,49
2,11,453,50
2,12,454,51
2,13,455,52
2,14,456,53
2,15,457,54
2,16,458,55
2,17,459,56
2,18,460,57
2,19,461,58
2,20,462,59
2,21,463,60
2,22,464,61
2,23,465,62
2,24,466,63
2,25,467,64
2,26,468,65
2,27,469,66
2,28,470,67
2,29,471,68
2,30,472,69
2,31,473,70
2,32,474,71
2,33,475,72
2,34,476,73
2,35,477,74
2,36,478,75
2,37,479,76
2,38,480,77
2,39,481,78
2,40,482,79
2,41,483,80
2,42,484,81
2,43,485,82
2,44,486,83
2,45,487,84
2,46,488,85
2,47,489,86
2,48,490,87
2,49,491,88
2,50,492,89
