drone_id,step,x,y
4,0,319,44
4,1,320,45
4,2,321,46
4,3,322,47
4,4,323,48
4,5,324,49
4,6,325,50
4,7,326,51
4,8,327,52
4,9,328,53
4,10,329,54
4,11,330,55
4,12,331,56
4,13,332,57
4,14,333,58
4,15,334,59
4,16,335,60
4,17,336,61
4,18,337,62
4,19,338,63
4,20,339,64
4,21,340,65
4,22,341,66
4,23,342,67
4,24,343,68
4,25,344,69
4,26,345,70
4,27,346,71
4,28,347,72
4,29,348,73
4,30,349,74
4,31,350,75
4,32,351,76
4,33,352,77
4,34,353,78
4,35,354,79
4,36,355,80
4,37,356,81
4,38,357,82
4,39,358,83
4,40,359,84
4,41,360,85
4,42,361,86
4,43,362,87
4,44,363,88
4,45,364,89
4,46,365,90
4,47,366,91
4,48,367,92
4,49,368,93
4,50,369,94
