drone_id,step,x,y
6,0,90,50
6,1,89,50
6,2,88,50
6,3,87,50
6,4,86,50
6,5,85,50
6,6,84,50
6,7,83,50
6,8,82,50
6,9,81,50
6,10,80,50
6,11,79,50
6,12,78,50
6,13,77,50
6,14,76,50
6,15,75,50
6,16,74,50
6,17,73,50
6,18,72,50
6,19,71,50
6,20,70,50
6,21,69,50
6,22,68,50
6,23,67,50
6,24,66,50
6,25,65,50
6,26,64,50
6,27,63,50
6,28,62,50
6,29,61,50
6,30,60,50
6,31,59,50
6,32,58,50
6,33,57,50
6,34,56,50
6,35,55,50
6,36,54,50
6,37,53,50
6,38,52,50
6,39,51,50
6,40,50,50
6,41,49,50
6,42,48,50
6,43,47,50
6,44,46,50
6,45,45,50
6,46,44,50
6,47,43,50
6,48,42,50
6,49,41,50
6,50,40,50
