drone_id,step,x,y
4,0,519,46
4,1,520,47
4,2,521,48
4,3,522,49
4,4,523,50
4,5,524,51
4,6,525,52
4,7,526,53
4,8,527,54
4,9,528,55
4,10,529,56
4,11,530,57
4,12,531,58
4,13,532,59
4,14,533,60
4,15,534,61
4,16,535,62
4,17,536,63
4,18,537,64
4,19,538,65
4,20,539,66
4,21,540,67
4,22,541,68
4,23,542,69
4,24,543,70
4,25,544,71
4,26,545,72
4,27,546,73
4,28,547,74
4,29,548,75
4,30,549,76
4,31,548,77
4,32,547,78
4,33,546,79
4,34,545,80
4,35,544,81
4,36,543,82
4,37,542,83
4,38,541,84
4,39,540,85
4,40,539,86
4,41,538,87
4,42,537,88
4,43,536,89
4,44,535,90
4,45,534,91
4,46,533,92
4,47,532,93
4,48,531,94
4,49,530,95
4,50,529,96
