drone_id,step,x,y
2,0,313,25
2,1,312,25
2,2,311,25
2,3,310,25
2,4,309,25
2,5,308,25
2,6,307,25
2,7,306,25
2,8,305,25
2,9,304,25
2,10,303,25
2,11,302,25
2,12,301,25
2,13,300,25
2,14,299,25
2,15,298,25
2,16,297,25
2,17,296,25
2,18,295,25
2,19,294,25
2,20,293,25
2,21,292,25
2,22,291,25
2,23,290,25
2,24,289,25
2,25,288,25
2,26,287,25
2,27,286,25
2,28,285,25
2,29,284,25
2,30,283,25
2,31,282,25
2,32,281,25
2,33,280,25
2,34,279,25
2,35,278,25
2,36,277,25
2,37,276,25
2,38,275,25
2,39,274,25
2,40,273,25
2,41,272,25
2,42,271,25
2,43,270,25
2,44,269,25
2,45,268,25
2,46,267,25
2,47,266,25
2,48,265,25
2,49,264,25
2,50,263,25
