drone_id,step,x,y
4,0,312,30
4,1,311,30
4,2,310,30
4,3,309,30
4,4,308,30
4,5,307,30
4,6,306,30
4,7,305,30
4,8,304,30
4,9,303,30
4,10,302,30
4,11,301,30
4,12,300,30
4,13,299,30
4,14,298,30
4,15,297,30
4,16,296,30
4,17,295,30
4,18,294,30
4,19,293,30
4,20,292,30
4,21,291,30
4,22,290,30
4,23,289,30
4,24,288,30
4,25,287,30
4,26,286,30
4,27,285,30
4,28,284,30
4,29,283,30
4,30,282,30
4,31,281,30
4,32,280,30
4,33,279,30
4,34,278,30
4,35,277,30
4,36,276,30
4,37,275,30
4,38,274,30
4,39,273,30
4,40,272,30
4,41,271,30
4,42,270,30
4,43,269,30
4,44,268,30
4,45,267,30
4,46,266,30
4,47,265,30
