drone_id,step,x,y
3,0,455,14
3,1,454,15
3,2,453,16
3,3,452,17
3,4,451,18
3,5,450,19
3,6,449,20
3,7,448,21
3,8,447,22
3,9,446,23
3,10,445,24
3,11,444,25
3,12,443,26
3,13,442,27
3,14,441,28
3,15,440,29
3,16,439,30
3,17,438,31
3,18,437,32
3,19,436,33
3,20,435,34
3,21,434,35
3,22,433,36
3,23,432,37
3,24,431,38
3,25,430,39
3,26,429,40
3,27,428,41
3,28,427,42
3,29,426,43
3,30,425,44
3,31,424,45
3,32,423,46
3,33,422,47
3,34,421,48
3,35,420,49
3,36,419,50
3,37,418,51
3,38,417,52
3,39,416,53
3,40,415,54
3,41,414,55
3,42,413,56
3,43,412,57
3,44,411,58
3,45,410,59
3,46,409,60
3,47,408,61
3,48,407,62
3,49,406,63
3,50,405,64
