drone_id,step,x,y
6,0,490,12
6,1,489,12
6,2,488,12
6,3,487,12
6,4,486,12
6,5,485,12
6,6,484,12
6,7,483,12
6,8,482,12
6,9,481,12
6,10,480,12
6,11,479,12
6,12,478,12
6,13,477,12
6,14,476,12
6,15,475,12
6,16,474,12
6,17,473,12
6,18,472,12
6,19,471,12
6,20,470,12
6,21,469,12
6,22,468,12
6,23,467,12
6,24,466,12
6,25,465,12
6,26,464,12
6,27,463,12
6,28,462,12
6,29,461,12
6,30,460,12
6,31,459,12
6,32,458,12
6,33,457,12
6,34,456,12
6,35,455,12
6,36,454,12
6,37,453,12
6,38,452,12
6,39,451,12
6,40,450,12
6,41,449,12
6,42,448,12
6,43,447,12
6,44,446,12
6,45,445,12
6,46,444,12
6,47,443,12
6,48,442,12
6,49,441,12
6,50,440,12
