drone_id,step,x,y
2,0,108,83
2,1,107,84
2,2,106,85
2,3,105,86
2,4,104,87
2,5,103,88
2,6,102,89
2,7,101,90
2,8,100,91
2,9,99,92
2,10,98,93
2,11,97,94
2,12,96,95
2,13,95,96
2,14,94,97
2,15,93,98
2,16,92,99
2,17,91,98
2,18,90,97
2,19,89,96
2,20,88,95
2,21,87,94
2,22,86,93
2,23,85,92
2,24,84,91
2,25,83,90
2,26,82,89
2,27,81,88
2,28,80,87
2,29,79,86
2,30,78,85
2,31,77,84
2,32,76,83
2,33,75,82
2,34,74,81
2,35,73,80
2,36,72,79
2,37,71,78
2,38,70,77
2,39,69,76
2,40,68,75
2,41,67,74
2,42,66,73
2,43,65,72
2,44,64,71
2,45,63,70
2,46,62,69
2,47,61,68
2,48,60,67
2,49,59,66
2,50,58,65
