drone_id,step,x,y
2,0,106,5
2,1,105,4
2,2,104,3
2,3,103,2
2,4,102,1
2,5,101,0
2,6,100,1
2,7,99,2
2,8,98,3
2,9,97,4
2,10,96,5
2,11,95,6
2,12,94,7
2,13,93,8
2,14,92,9
2,15,91,10
2,16,90,11
2,17,89,12
2,18,88,13
2,19,87,14
2,20,86,15
2,21,85,16
2,22,84,17
2,23,83,18
2,24,82,19
2,25,81,20
2,26,80,21
2,27,79,22
2,28,78,23
2,29,77,24
2,30,76,25
2,31,75,26
2,32,74,27
2,33,73,28
2,34,72,29
2,35,71,30
2,36,70,31
2,37,69,32
2,38,68,33
2,39,67,34
2,40,66,35
2,41,65,36
2,42,64,37
2,43,63,38
2,44,62,39
2,45,61,40
2,46,60,41
2,47,59,42
2,48,58,43
2,49,57,44
2,50,56,45
