drone_id,step,x,y
1,0,154,14
1,1,155,15
1,2,156,16
1,3,157,17
1,4,158,18
1,5,159,19
1,6,160,20
1,7,161,21
1,8,162,22
1,9,163,23
1,10,164,24
1,11,165,25
1,12,166,26
1,13,167,27
1,14,168,28
1,15,169,29
1,16,170,30
1,17,171,31
1,18,172,32
1,19,173,33
1,20,174,34
1,21,175,35
1,22,176,36
1,23,177,37
1,24,178,38
1,25,179,39
1,26,180,40
1,27,181,41
1,28,182,42
1,29,183,43
1,30,184,44
1,31,185,45
1,32,186,46
1,33,187,47
1,34,188,48
1,35,189,49
1,36,190,50
1,37,191,51
1,38,192,52
1,39,193,53
1,40,194,54
1,41,195,55
1,42,196,56
1,43,197,57
1,44,198,58
1,45,199,59
1,46,200,60
1,47,201,61
1,48,202,62
1,49,203,63
1,50,204,64
