drone_id,step,x,y
3,0,413,12
3,1,412,13
3,2,411,14
3,3,410,15
3,4,409,16
3,5,408,17
3,6,407,18
3,7,406,19
3,8,405,20
3,9,404,21
3,10,403,22
3,11,402,23
3,12,401,24
3,13,400,25
3,14,399,26
3,15,398,27
3,16,397,28
3,17,396,29
3,18,395,30
3,19,394,31
3,20,393,32
3,21,392,33
3,22,391,34
3,23,390,35
3,24,389,36
3,25,388,37
3,26,387,38
3,27,386,39
3,28,385,40
3,29,384,41
3,30,383,42
3,31,382,43
3,32,381,44
3,33,380,45
3,34,379,46
3,35,378,47
3,36,377,48
3,37,376,49
3,38,375,50
3,39,374,51
3,40,373,52
3,41,372,53
3,42,371,54
3,43,370,55
3,44,369,56
3,45,368,57
3,46,367,58
3,47,366,59
3,48,365,60
3,49,364,61
3,50,363,62
