drone_id,step,x,y
4,0,369,94
4,1,370,95
4,2,371,96
4,3,372,97
4,4,373,98
4,5,374,99
4,6,375,98
4,7,376,97
4,8,377,96
4,9,378,95
4,10,379,94
4,11,380,93
4,12,381,92
4,13,382,91
4,14,383,90
4,15,384,89
4,16,385,88
4,17,386,87
4,18,387,86
4,19,388,85
4,20,389,84
4,21,390,83
4,22,391,82
4,23,392,81
4,24,393,80
4,25,394,79
4,26,395,78
4,27,396,77
4,28,397,76
4,29,398,75
4,30,399,74
4,31,400,73
4,32,401,72
4,33,402,71
4,34,403,70
4,35,404,69
4,36,405,68
4,37,406,67
4,38,407,66
4,39,408,65
4,40,409,64
4,41,410,63
4,42,411,62
4,43,412,61
4,44,413,60
4,45,414,59
4,46,415,58
4,47,416,57
4,48,417,56
4,49,418,55
4,50,419,54
