drone_id,step,x,y
4,0,33,20
4,1,32,19
4,2,31,18
4,3,30,17
4,4,29,16
4,5,28,15
4,6,27,14
4,7,26,13
4,8,25,12
4,9,24,11
4,10,23,10
4,11,22,9
4,12,21,8
4,13,20,7
4,14,19,6
4,15,18,5
4,16,17,4
4,17,16,3
4,18,15,2
4,19,14,1
4,20,13,0
4,21,12,1
4,22,11,2
4,23,10,3
4,24,9,4
4,25,8,5
4,26,7,6
4,27,6,7
4,28,5,8
4,29,4,9
4,30,3,10
4,31,2,11
4,32,1,12
4,33,0,13
4,34,1,14
4,35,2,15
4,36,3,16
4,37,4,17
4,38,5,18
4,39,6,19
4,40,7,20
4,41,8,21
4,42,9,22
4,43,10,23
4,44,11,24
4,45,12,25
4,46,13,26
4,47,14,27
4,48,15,28
4,49,16,29
4,50,17,30
