drone_id,step,x,y
1,0,46,12
1,1,45,13
1,2,44,14
1,3,43,15
1,4,42,16
1,5,41,17
1,6,40,18
1,7,39,19
1,8,38,20
1,9,37,21
1,10,36,22
1,11,35,23
1,12,34,24
1,13,33,25
1,14,32,26
1,15,31,27
1,16,30,28
1,17,29,29
1,18,28,30
1,19,27,31
1,20,26,32
1,21,25,33
1,22,24,34
1,23,23,35
1,24,22,36
1,25,21,37
1,26,20,38
1,27,19,39
1,28,18,40
1,29,17,41
1,30,16,42
1,31,15,43
1,32,14,44
1,33,13,45
1,34,12,46
1,35,11,47
1,36,10,48
1,37,9,49
1,38,8,50
1,39,7,51
1,40,6,52
1,41,5,53
1,42,4,54
1,43,3,55
1,44,2,56
1,45,1,57
1,46,0,58
1,47,1,59
1,48,2,60
1,49,3,61
1,50,4,62
