drone_id,step,x,y
1,0,404,66
1,1,405,67
1,2,406,68
1,3,407,69
1,4,408,70
1,5,409,71
1,6,410,72
1,7,411,73
1,8,412,74
1,9,413,75
1,10,414,76
1,11,415,77
1,12,416,78
1,13,417,79
1,14,418,80
1,15,419,81
1,16,420,82
1,17,421,83
1,18,422,84
1,19,423,85
1,20,424,86
1,21,425,87
1,22,426,88
1,23,427,89
1,24,428,90
1,25,429,91
1,26,430,92
1,27,431,93
1,28,432,94
1,29,433,95
1,30,434,96
1,31,435,97
1,32,436,98
1,33,437,99
1,34,438,98
1,35,439,97
1,36,440,96
1,37,441,95
1,38,442,94
1,39,443,93
1,40,444,92
1,41,445,91
1,42,446,90
1,43,447,89
1,44,448,88
1,45,449,87
1,46,450,86
1,47,451,85
1,48,452,84
1,49,453,83
1,50,454,82
