drone_id,step,x,y
3,0,298,84
3,1,297,85
3,2,296,86
3,3,295,87
3,4,294,88
3,5,293,89
3,6,292,90
3,7,291,91
3,8,290,92
3,9,289,93
3,10,288,94
3,11,287,95
3,12,286,96
3,13,285,97
3,14,284,98
3,15,283,99
3,16,282,98
3,17,281,97
3,18,280,96
3,19,279,95
3,20,278,94
3,21,277,93
3,22,276,92
3,23,275,91
3,24,274,90
3,25,273,89
3,26,272,88
3,27,271,87
3,28,270,86
3,29,269,85
3,30,268,84
3,31,267,83
3,32,266,82
3,33,265,81
3,34,264,80
3,35,263,79
3,36,262,78
3,37,261,77
3,38,260,76
3,39,259,75
3,40,258,74
3,41,257,73
3,42,256,72
3,43,255,71
3,44,254,70
3,45,253,69
3,46,252,68
3,47,251,67
3,48,250,66
3,49,249,65
3,50,248,64
