drone_id,step,x,y
6,0,500,60
6,1,501,59
6,2,502,58
6,3,503,57
6,4,504,56
6,5,505,55
6,6,506,54
6,7,507,53
6,8,508,52
6,9,509,51
6,10,510,50
6,11,511,50
6,12,512,50
6,13,513,50
6,14,514,50
6,15,515,50
6,16,516,50
6,17,517,50
6,18,518,50
6,19,519,50
6,20,520,50
6,21,521,50
6,22,522,50
6,23,523,50
6,24,524,50
6,25,525,50
6,26,526,50
6,27,527,50
6,28,528,50
6,29,529,50
6,30,530,50
6,31,531,50
6,32,532,50
6,33,533,50
6,34,534,50
6,35,535,50
6,36,536,50
6,37,537,50
6,38,538,50
6,39,539,50
6,40,540,50
