drone_id,step,x,y
1,0,63,40
1,1,62,40
1,2,61,40
1,3,60,40
1,4,59,40
1,5,58,40
1,6,57,40
1,7,56,40
1,8,55,40
1,9,54,40
1,10,53,40
1,11,52,40
1,12,51,40
1,13,50,40
1,14,49,40
1,15,48,40
1,16,47,40
1,17,46,40
1,18,45,40
1,19,44,40
1,20,43,40
1,21,42,40
1,22,41,40
1,23,40,40
1,24,39,40
1,25,38,40
1,26,37,40
1,27,36,40
1,28,35,40
1,29,34,40
1,30,33,40
1,31,32,40
1,32,31,40
1,33,30,40
1,34,29,40
1,35,28,40
1,36,27,40
1,37,26,40
1,38,25,40
1,39,24,40
1,40,23,40
1,41,22,40
1,42,21,40
1,43,20,40
1,44,19,40
1,45,18,40
1,46,17,40
1,47,16,40
1,48,15,40
1,49,14,40
1,50,13,40
