drone_id,step,x,y
3,0,346,54
3,1,345,53
3,2,344,52
3,3,343,51
3,4,342,50
3,5,341,49
3,6,340,48
3,7,339,47
3,8,338,46
3,9,337,45
3,10,336,44
3,11,335,43
3,12,334,42
3,13,333,41
3,14,332,40
3,15,331,39
3,16,330,38
3,17,329,37
3,18,328,36
3,19,327,35
3,20,326,34
3,21,325,33
3,22,324,32
3,23,323,31
3,24,322,30
3,25,321,29
3,26,320,28
3,27,319,27
3,28,318,26
3,29,317,25
3,30,316,24
3,31,315,23
3,32,314,22
3,33,313,21
3,34,312,20
3,35,311,19
3,36,310,18
3,37,309,17
3,38,308,16
3,39,307,15
3,40,306,14
3,41,305,13
3,42,304,12
3,43,303,11
3,44,302,10
3,45,301,9
3,46,300,8
3,47,299,7
3,48,298,6
3,49,297,5
3,50,296,4
