drone_id,step,x,y
3,0,548,32
3,1,547,33
3,2,546,34
3,3,545,35
3,4,544,36
3,5,543,37
3,6,542,38
3,7,541,39
3,8,540,40
3,9,539,41
3,10,538,42
3,11,537,43
3,12,536,44
3,13,535,45
3,14,534,46
3,15,533,47
3,16,532,48
3,17,531,49
3,18,530,50
3,19,529,51
3,20,528,52
3,21,527,53
3,22,526,54
3,23,525,55
3,24,524,56
3,25,523,57
3,26,522,58
3,27,521,59
3,28,520,60
3,29,519,61
3,30,518,62
3,31,517,63
3,32,516,64
3,33,515,65
3,34,514,66
3,35,513,67
3,36,512,68
3,37,511,69
3,38,510,70
3,39,509,71
3,40,508,72
3,41,507,73
3,42,506,74
3,43,505,75
3,44,504,76
3,45,503,77
3,46,502,78
3,47,501,79
3,48,500,80
3,49,499,81
3,50,498,82
