drone_id,step,x,y
1,0,452,6
1,1,453,7
1,2,454,8
1,3,455,9
1,4,456,10
1,5,457,11
1,6,458,12
1,7,459,13
1,8,460,14
1,9,461,15
1,10,462,16
1,11,463,17
1,12,464,18
1,13,465,19
1,14,466,20
1,15,467,21
1,16,468,22
1,17,469,23
1,18,470,24
1,19,471,25
1,20,472,26
1,21,473,27
1,22,474,28
1,23,475,29
1,24,476,30
1,25,477,31
1,26,478,32
1,27,479,33
1,28,480,34
1,29,481,35
1,30,482,36
1,31,483,37
1,32,484,38
1,33,485,39
1,34,486,40
1,35,487,41
1,36,488,42
1,37,489,43
1,38,490,44
1,39,491,45
1,40,492,46
1,41,493,47
1,42,494,48
1,43,495,49
1,44,496,50
1,45,497,51
1,46,498,52
1,47,499,53
1,48,500,54
1,49,501,55
1,50,502,56
