drone_id,step,x,y
3,0,106,88
3,1,107,87
3,2,108,86
3,3,109,85
3,4,110,84
3,5,111,83
3,6,112,82
3,7,113,81
3,8,114,80
3,9,115,79
3,10,116,78
3,11,117,77
3,12,118,76
3,13,119,75
3,14,120,74
3,15,121,73
3,16,122,72
3,17,123,71
3,18,124,70
3,19,125,69
3,20,126,68
3,21,127,67
3,22,128,66
3,23,129,65
3,24,130,64
3,25,131,63
3,26,132,62
3,27,133,61
3,28,134,60
3,29,135,59
3,30,136,58
3,31,137,57
3,32,138,56
3,33,139,55
3,34,140,54
3,35,141,53
3,36,142,52
3,37,143,51
3,38,144,50
3,39,145,49
3,40,146,48
3,41,147,47
3,42,148,46
3,43,149,45
3,44,150,44
3,45,151,43
3,46,152,42
3,47,153,41
3,48,154,40
3,49,155,39
3,50,156,38
