drone_id,step,x,y
1,0,546,92
1,1,545,91
1,2,544,90
1,3,543,89
1,4,542,88
1,5,541,87
1,6,540,86
1,7,539,85
1,8,538,84
1,9,537,83
1,10,536,82
1,11,535,81
1,12,534,80
1,13,533,79
1,14,532,78
1,15,531,77
1,16,530,76
1,17,529,75
1,18,528,74
1,19,527,73
1,20,526,72
1,21,525,71
1,22,524,70
1,23,523,69
1,24,522,68
1,25,521,67
1,26,520,66
1,27,519,65
1,28,518,64
1,29,517,63
1,30,516,62
1,31,515,61
1,32,514,60
1,33,513,59
1,34,512,58
1,35,511,57
1,36,510,56
1,37,509,55
1,38,508,54
1,39,507,53
1,40,506,52
1,41,505,51
1,42,504,50
1,43,503,49
1,44,502,48
1,45,501,47
1,46,500,46
1,47,499,45
1,48,498,44
1,49,497,43
1,50,496,42
