drone_id,step,x,y
1,0,394,30
1,1,393,29
1,2,392,28
1,3,391,27
1,4,390,26
1,5,389,25
1,6,388,24
1,7,387,23
1,8,386,22
1,9,385,21
1,10,384,20
1,11,383,19
1,12,382,18
1,13,381,17
1,14,380,16
1,15,379,15
1,16,378,14
1,17,377,13
1,18,376,12
1,19,375,11
1,20,374,10
1,21,373,9
1,22,372,8
1,23,371,7
1,24,370,6
1,25,369,5
1,26,368,4
1,27,367,3
1,28,366,2
1,29,365,1
1,30,364,0
1,31,363,1
1,32,362,2
1,33,361,3
1,34,360,4
1,35,359,5
1,36,358,6
1,37,357,7
1,38,356,8
1,39,355,9
1,40,354,10
1,41,353,11
1,42,352,12
1,43,351,13
1,44,350,14
1,45,349,15
1,46,348,16
1,47,347,17
1,48,346,18
1,49,345,19
1,50,344,20
